SIREN,Dénomination,SIRET,Code APE,Procédures collectives (type),Procédures collectives (date),Code postal,Date de création,Tranche effectifs,Catégorie juridique (Niveau I),Capital souscrit non appelé (I) (AA) 2016 (€),TOTAL (II) (net) (BJNET) 2016 (€),"Matières premières, approvisionnements (net) (BLNET) 2016 (€)",En cours de production de biens (net) (BNNET) 2016 (€),En cours de production de services (net) (BPNET) 2016 (€),Produits intermédiaires et finis (net) (BRNET) 2016 (€),Marchandises (net) (BTNET) 2016 (€),Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€),Clients et comptes rattachés (3) (net) (BXNET) 2016 (€),Autres créances (3) (net) (BZNET) 2016 (€),"Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€)",Valeurs mobilières de placement (net) (CDNET) 2016 (€),Disponibilités (net) (CFNET) 2016 (€),Charges constatées d'avance (3) (net) (CHNET) 2016 (€),TOTAL (III) (net) (CJNET) 2016 (€),Primes de remboursement des obligations (CM) 2016 (€),Ecarts de conversion actif (CN) 2016 (€),TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€),Capital social ou individuel (1) (DA) 2016 (€),Report à nouveau (DH) 2016 (€),RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€),TOTAL (I) (DL) 2016 (€),TOTAL(II) (DO) 2016 (€),TOTAL (III) (DR) 2016 (€),Autres emprunts obligataires (DT) 2016 (€),Emprunts obligataires convertibles (DS) 2016 (€),Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€),Emprunts et dettes financières divers (DV) 2016 (€),Avances et acomptes reçus sur commandes en cours (DW) 2016 (€),Dettes fournisseurs et comptes rattachés (DX) 2016 (€),Dettes fiscales et sociales (DY) 2016 (€),Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€),Autres dettes (EA) 2016 (€),dont comptes courants d'associés de l'exercice N (EA2) 2016 (€),Produits constatés d'avance (EB) 2016 (€),TOTAL (IV) (EC) 2016 (€),TOTAL GENERAL (I à V) (EE) 2016 (€),"(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€)",Chiffre d'affaires net (France) (FJ) 2016 (€),Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€),Chiffre d'affaires net (Total) (FL) 2016 (€),Subventions d'exploitation (FO) 2016 (€),"Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€)",Total des produits d'exploitation (2) (I) (FR) 2016 (€),Achats de marchandises (y compris droits de douane) (FS) 2016 (€),Variation de stock (marchandises) (FT) 2016 (€),Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€),Variation de stock (matières premières et approvisionnements) (FV) 2016 (€),Autres achats et charges externes (3) (6 bis) (FW) 2016 (€),"Impôts, taxes et versements assimilés (FX) 2016 (€)",Salaires et traitements (FY) 2016 (€),Charges sociales (10) (FZ) 2016 (€),Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€),Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€),Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€),Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€),Autres charges (12) (GE) 2016 (€),Total des charges d'exploitation (4) (II) (GF) 2016 (€),1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€),Total des produits financiers (V) (GP) 2016 (€),Intérêts et charges assimilées (GR) 2016 (€),Total des charges financières (VI) (GU) 2016 (€),Dotations financières aux amortissements et provisions (GQ) 2016 (€),Reprises sur provisions & transferts de charges (GM) 2016 (€),Total des produits exceptionnels (VII) (HD) 2016 (€),Reprises sur provisions & transferts de charges (HC) 2016 (€),Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€),Total des charges exceptionnelles (VIII) (HH) 2016 (€),4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€),5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€),Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€),Impôts sur les bénéfices (HK) 2016 (€),Clients douteux ou litigieux - Montant brut (VA) 2016 (€),Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€),Impôts sur les bénéfices - Montant brut (8E) 2016 (€),T.V.A. - Montant brut (VW) 2016 (€),Emprunts remboursés en cours d’exercice (VK) 2016 (€),Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€),Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€),Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€),Effets portés à l’escompte et non échus (YS) 2016 (€),Sous‐traitance (YT) 2016 (€),Effectif moyen du personnel (YP) 2016,Ecarts de conversion passif (V) (ED) 2016 (€),Production stockée (FM) 2016 (€),Production immobilisée (FN) 2016 (€),(3) Dont Crédit-bail mobilier (HP) 2016 (€),(3) Dont Crédit-bail immobilier (HQ) 2016 (€),3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€),Ville,Nombre de mois de l'exercice comptable 2016,Notation NOTA-PME 2016,Catégorie juridique (Niveau II)
438222911,SONOGELEC,43822291100028,4754Z,,,52800.0,16/06/2001,De 1 à 2 salariés,,0,46343,0,5602,0,0,14596,0,29552,3505,0,0,12512,6310,72077,0,0,118420,8000,80789,-5506,84083,0,0,0,0,0,1750,0,17058,15529,0,0,0,0,34337,118420,0,255039,0,255039,0,3296,259787,157618,946,0,0,34357,3785,39150,4819,4377,0,3809,0,1284,265428,-5641,0,0,0,0,0,0,0,0,0,0,-5506,0,-135,0,3723,0,6980,0,0,0,0,0,0,0,0,1452,0,0,0,-5641,NOGENT,12,5,Société à responsabilité limitée (SARL)
384613576,SARL YEMAA,38461357600048,6810Z,,,13013.0,01/01/1992,0 salarié à la fin de l'année,,0,2183,0,0,0,0,849413,0,10975,102288,0,0,31052,3179,996907,0,0,999090,7622,-470561,114864,-347312,0,115000,0,0,304507,7668,0,67506,34061,0,817661,0,0,1231402,999090,0,870428,0,870428,0,34510,905159,27686,478783,0,0,148952,7838,65466,24674,362,0,0,0,1520,755281,149878,0,37781,37781,0,0,5644,0,0,2877,2767,114864,0,0,0,8627,0,13411,0,0,0,0,0,0,0,0,0,0,0,0,112097,MARSEILLE 13,12,"5,4",Société à responsabilité limitée (SARL)
449419381,A 2 I / ALTERNATIVE INGENIERIE INFORMATIQUE,44941938100024,6202A,,,64320.0,04/08/2003,De 1 à 2 salariés,,0,40778,0,0,0,0,62332,0,15035,61,0,0,6810,0,84238,0,0,125016,10000,31017,10750,51767,0,0,0,0,0,0,0,51515,0,0,21734,208,0,73249,125016,0,0,0,170374,0,0,170374,75772,486,0,0,54664,595,25379,75,678,0,0,0,0,157649,12725,0,0,89,0,0,0,0,0,0,0,10750,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIZANOS,12,"6,2",Société à responsabilité limitée (SARL)
439920539,HONGLI / ROYAL DELAMBRE,43992053900012,5621Z,,,75014.0,26/11/2001,De 3 à 5 salariés,,0,229487,5102,0,0,0,0,7000,4885,4446,0,0,13609,1021,36063,0,0,265549,8000,-12777,16443,11666,0,0,0,0,0,0,0,29062,0,0,224821,194880,0,253883,265549,0,0,0,190878,0,0,191027,0,0,35551,-633,79299,4048,43425,12325,828,0,0,0,18,174863,16164,0,0,0,0,0,0,0,0,0,0,16443,0,-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PARIS 14,12,7,Société à responsabilité limitée (SARL)
538110701,DEFFONTAINES RENOVATION,53811070100025,4321A,,,59700.0,01/12/2011,0 salarié pendant l'année,,0,8427,0,0,0,0,1683,1500,12382,4198,0,0,30072,6460,56295,0,0,64723,20000,8479,3146,33625,0,0,0,0,0,0,0,8726,0,0,22372,19827,0,31098,64723,0,0,0,194540,0,0,195242,76093,-1011,0,0,65742,878,23715,19632,6577,0,0,0,19,191644,3598,22,0,0,0,0,465,0,0,464,0,3146,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARCQ-EN-BAROEUL,12,"6,2",Société à responsabilité limitée (SARL)
493227607,SKI SHOP INVEST,49322760700022,6820B,,,73790.0,02/11/2006,,,0,533027,0,0,0,0,0,0,20826,0,0,0,0,3275,24101,0,0,557128,1000,-374588,-37078,-410666,0,0,0,0,425380,519468,0,13100,9518,0,328,0,0,967794,557128,0,56087,0,56087,0,0,56087,0,0,0,0,211,13059,0,0,46560,0,0,0,0,59829,-3743,0,32511,32511,0,0,0,0,0,825,-825,-37078,0,0,0,0,0,9518,0,0,0,0,0,0,0,0,0,0,0,0,-36254,TOURS-EN-SAVOIE,12,"2,9",Société civile
421511445,SNC 49 PASTEUR PARIS,42151144500015,6820B,,,75015.0,12/01/1999,0 salarié pendant l'année,,0,2562128,0,0,0,0,0,0,4013,260288,0,270000,35517,0,569818,0,0,3131946,152,1,41445,41599,0,0,0,0,976200,2088122,3572,21038,0,0,1416,0,0,3090347,3131946,0,183115,0,183115,0,40561,223676,0,0,0,0,66289,6293,0,0,52683,0,4582,0,0,129846,93830,1731,54116,54116,0,0,0,0,0,0,0,41445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41445,PARIS 15,12,"8,1",Société en nom collectif
790125553,CLEMENTEL ETOILE AUTOMOBILES,79012555300020,7711B,,,63100.0,21/12/2012,,,0,0,0,0,0,0,0,0,0,0,0,0,487,0,487,0,0,487,1000,-356,-1529,-885,0,0,0,0,0,1372,0,0,0,0,0,0,0,1372,487,0,0,0,0,0,0,0,0,0,0,0,1361,157,0,0,0,0,0,0,0,1518,-1518,0,11,11,0,0,0,0,0,0,0,-1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1529,CLERMONT-FERRAND,12,"5,5",Société par actions simplifiée
812876167,RS FINANCIAL,81287616700022,6420Z,,,63000.0,22/07/2015,De 3 à 5 salariés,,0,2504235,0,0,0,0,0,0,0,149322,0,0,26782,0,176104,0,0,2680339,2500000,0,48602,2548602,0,0,0,0,0,75000,0,14412,42326,0,0,0,0,131738,2680339,0,240000,0,240000,0,0,240000,0,0,0,0,4501,0,126776,44260,2044,0,0,0,0,177581,62419,0,0,0,0,0,0,0,0,0,0,48602,0,13817,0,2509,13817,26000,0,0,0,0,0,0,0,0,0,0,0,0,62419,CLERMONT-FERRAND,12,"8,1",Société à responsabilité limitée (SARL)
438839821,BRUNO ROYET SARL,43883982100040,4331Z,,,56950.0,01/08/2001,0 salarié pendant l'année,,0,15320,1400,0,0,0,0,0,0,2609,0,0,16054,5980,26043,0,0,41363,8000,0,10346,23898,0,0,0,0,62,0,0,15007,2395,0,0,0,0,17465,41363,62,113325,0,113325,0,0,113326,0,0,31644,-490,19016,280,50025,0,659,0,0,0,2,101136,12190,1,0,0,0,0,0,0,0,17,-17,10346,0,1829,0,0,1829,566,0,0,0,0,0,0,0,0,0,0,0,0,12192,CRACH,9,"7,7",Société à responsabilité limitée (SARL)
517656518,PROMETHEE,51765651800019,4671Z,,,24440.0,16/10/2009,De 1 à 2 salariés,,0,95546,182426,0,0,0,42500,0,29418,3474,0,0,5996,0,263814,0,0,359361,10000,0,-960,58524,0,0,0,0,0,2959,0,111267,0,0,186610,176397,0,300837,359361,0,0,0,129211,0,0,195211,93709,-2000,414,8174,51327,463,21660,5899,22898,0,0,0,11579,214124,-18913,0,0,694,0,0,18684,0,0,37,0,-960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,12000,0,0,0,RAMPIEUX,12,"3,6",Société à responsabilité limitée (SARL)
400080974,SARL BATIFOL HUBERT,40008097400019,8129B,,,48100.0,01/01/1995,De 3 à 5 salariés,,0,218586,58250,138500,0,0,0,0,151505,14161,0,366736,92993,4588,826732,0,0,1045318,8000,0,89830,567791,0,0,0,0,0,333383,25287,40224,78634,0,0,0,0,477527,1045318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34911,26606,0,40835,37736,0,0,0,0,2616,4,0,0,0,0,0,0,LE BUISSON,12,"6,3",Société à responsabilité limitée (SARL)
453144636,CREABLUE / CARTRIDGE WORLD,45314463600025,6619B,,,38660.0,17/05/2004,De 1 à 2 salariés,,0,45707,0,0,0,0,16143,0,3000,2496,0,0,21131,745,43515,0,0,89221,40000,1916,-25477,43192,0,0,0,0,0,11626,0,17705,0,0,16698,691,0,46030,89221,0,0,0,256786,0,0,261146,85670,5150,114,0,72078,3047,82049,12905,5235,0,0,0,19337,285586,-24440,0,0,392,0,0,0,0,0,645,0,-25477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE TOUVET,12,"3,1",Société à responsabilité limitée (SARL)
380733121,SARL IMMOBILIERE DE LA MADELEINE,38073312100020,6810Z,,,59700.0,17/12/1990,0 salarié pendant l'année,,0,1867,0,0,0,10593872,0,0,0,3711,0,0,949,1258,10599790,0,0,10601657,7622,-684301,-141735,-818414,0,0,0,0,10171716,0,0,35459,0,0,1212896,0,0,11420071,10601657,16036,0,0,0,0,0,0,0,0,603461,-603461,34732,5744,0,0,0,0,0,0,0,40476,-40476,0,101259,101259,0,0,0,0,0,0,0,-141735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-141735,MARCQ-EN-BAROEUL,12,"4,1",Société à responsabilité limitée (SARL)
418957908,DESCAZE,41895790800027,4332B,,,79120.0,05/05/1998,De 3 à 5 salariés,,0,426358,0,0,0,0,0,0,0,1,0,0,19016,0,19017,0,0,445376,70000,37109,-39075,439103,0,0,0,0,0,0,0,4556,0,0,1716,1716,0,6272,445376,0,0,0,0,0,0,0,0,0,0,0,17109,2408,0,0,24081,0,0,0,0,43599,-43599,273,0,0,0,0,20197,0,0,15946,0,-39075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEZAY,12,"5,1",Société par actions simplifiée
798494381,EURL CONSTRUCTIONS MAISONS CREOLES,79849438100014,4399C,,,97418.0,12/11/2013,0 salarié pendant l'année,,0,21000,0,0,0,0,0,0,22514,36838,0,0,16174,0,75526,0,0,96527,7500,62932,7691,78873,0,0,0,0,0,16,0,13563,4075,0,0,0,0,17654,96527,0,293366,0,293366,358,0,293883,0,0,111651,0,135823,2665,20768,6386,6120,0,0,0,5,283418,10465,0,0,0,0,0,13708,0,0,14582,-874,7691,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10465,LE TAMPON,12,"6,4",Société à responsabilité limitée (SARL)
382789659,SARL ALOHA / ALOHABAR,38278965900028,4778C,,,59123.0,16/07/1991,De 1 à 2 salariés,,0,82169,0,0,0,0,5331,0,0,4162,0,36250,205765,564,252072,0,0,334241,7622,0,21701,306557,0,0,0,0,9061,0,0,860,17762,0,0,0,0,27683,334241,0,0,0,225731,0,0,225848,55088,-1046,0,0,38716,3162,64953,11949,13224,0,0,0,933,186979,38869,0,0,14701,0,0,0,0,0,1869,-1869,21701,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24169,BRAY-DUNES,12,"8,6",Société à responsabilité limitée (SARL)
509074886,SOPHOI,50907488600011,6420Z,,,97411.0,03/11/2008,De 3 à 5 salariés,,0,203876,0,0,0,0,0,0,21769,728168,0,200000,78223,998,1029158,0,0,1233034,30000,934210,111711,1078921,0,0,0,0,76375,7532,0,672,69504,0,30,0,0,154113,1233034,0,231899,0,231899,0,0,231905,0,0,0,0,34547,2181,129883,58079,35089,0,0,0,3,259781,-27876,132500,4733,4733,0,0,15358,0,0,3,15355,111711,0,3535,0,36833,0,5177,25040,0,0,0,0,0,0,0,0,0,0,0,99891,SAINT-PAUL,12,8,Société à responsabilité limitée (SARL)
413423948,F2E / CHATEAU D'AUBIAC SALLE DES COTEAUX,41342394800012,8230Z,,,47310.0,12/08/1997,De 1 à 2 salariés,,0,4691,0,0,0,0,468,0,25295,4842,0,0,22641,1629,54877,0,0,59568,7622,-9852,-9345,-11575,0,0,0,0,0,31776,0,3863,21254,0,0,0,14249,71144,59568,0,206199,0,206199,0,0,206199,0,392,7358,0,127501,1245,52747,23819,1893,0,0,0,510,215468,-9268,25,0,0,0,0,0,0,0,102,-102,-9345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9243,AUBIAC,12,"3,5",Société à responsabilité limitée (SARL)
818225559,MARNI,81822555900017,5630Z,,,34110.0,25/01/2016,De 3 à 5 salariés,,0,147267,0,0,0,0,3103,0,1338,1494,0,0,29094,0,35028,0,0,182295,10000,0,3995,13995,0,0,0,0,0,101612,0,6207,0,0,60482,50358,0,168301,182295,0,0,0,120907,0,0,122185,42795,-3102,0,0,36904,1464,22759,7667,4727,0,0,0,2135,115349,6837,0,0,1914,0,0,0,0,0,258,0,3995,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,0,0,0,MIREVAL,12,"5,9",Société par actions simplifiée
517785549,PHOTOVOLTAIQUE DES VALLEES,51778554900018,3511Z,,,12160.0,10/10/2009,,,0,445079,0,0,0,0,0,0,118869,887,0,0,43370,0,163125,0,0,608205,15000,120000,109355,245855,0,0,0,0,0,254604,0,75,0,0,107670,97384,0,362350,608205,0,0,0,170031,0,0,170031,0,0,0,0,6671,1890,0,0,34433,0,0,0,0,42994,127037,0,0,10417,0,0,0,0,0,0,0,109355,0,7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOUSSAC,12,8,Société à responsabilité limitée (SARL)
809245509,SECURITE MANUTENTION SAS,80924550900017,8559A,,,13670.0,02/01/2015,De 3 à 5 salariés,,0,7500,0,0,0,0,0,0,44937,4451,0,0,35337,2520,87245,0,0,94745,1000,0,32464,38184,0,0,0,0,0,0,0,24555,16536,0,15469,0,0,56560,94745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32464,0,5358,0,8056,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,37822,VERQUIERES,12,"6,2",Société par actions simplifiée
324181254,OEILLADE,32418125400024,4778A,,,91100.0,30/03/1982,De 1 à 2 salariés,,0,262886,0,0,0,0,49530,0,0,17990,0,0,59597,0,127117,0,0,390004,9528,-5205,-15696,59879,0,0,0,0,0,200965,0,41825,87333,0,0,0,0,330125,390004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORBEIL-ESSONNES,12,"3,6",Société par actions simplifiée
452078355,DOCTEUR PIERRE JAY,45207835500032,7010Z,,,7340.0,02/01/2004,De 1 à 2 salariés,,0,95540,0,0,0,0,0,0,0,82144,0,0,4796,8615,95557,0,0,191098,100000,85606,-27848,167758,0,0,0,0,364,0,0,7268,15410,0,295,0,0,23339,191098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4277,0,0,0,0,0,0,0,0,0,0,0,0,PEAUGRES,12,"5,3",Société à responsabilité limitée (SARL)
532391646,SARL BIZEUL,53239164600017,4332A,,,51370.0,17/05/2011,De 1 à 2 salariés,,0,27261,734,0,0,0,0,1560,122056,0,0,0,47721,1973,201736,0,0,228997,8000,0,14772,65217,0,0,0,0,0,0,0,101509,0,0,557,0,0,163780,228997,0,180559,0,180559,0,7800,189435,0,0,42307,-152,60683,2410,54458,13400,2931,0,0,0,51,176089,13345,1,920,920,0,0,4623,0,0,0,4623,14772,0,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12426,CHAMPIGNY,12,6,Société à responsabilité limitée (SARL)
788510949,B.M.F. ELEC,78851094900027,4321A,,,78520.0,01/10/2012,De 1 à 2 salariés,,0,440,0,0,0,0,0,0,1618,4595,0,0,8556,0,14769,0,0,15209,2000,-19894,17990,96,0,0,0,0,0,0,0,4149,359,0,10606,0,0,15114,15209,0,20498,51616,72114,0,0,72114,0,0,31870,0,21782,0,0,0,469,0,0,0,3,54124,17990,0,0,0,0,0,0,0,0,0,0,17990,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17990,LIMAY,12,"8,2",Société par actions simplifiée
813820578,J2P GUYANE,81382057800033,7022Z,,,97300.0,25/09/2015,,,0,696,0,0,0,0,0,0,10500,0,0,0,18776,0,29276,0,0,29972,7500,-766,3377,10111,0,0,0,0,0,0,0,19400,0,0,461,0,0,19861,29972,0,0,0,33300,0,0,33300,0,0,0,0,29114,0,0,0,348,0,0,0,0,29462,3838,0,0,0,0,0,0,0,0,0,0,3377,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAYENNE,12,"7,7",Société par actions simplifiée
807934278,CABINET ARNAUD ASSURANCES,80793427800027,6622Z,,,38000.0,21/11/2014,De 1 à 2 salariés,,0,224320,0,0,0,0,0,0,0,13100,0,0,6440,0,19540,0,0,243860,1000,0,20679,34467,0,0,0,0,0,197693,0,4186,0,0,7514,0,0,209393,243860,0,0,0,170855,0,0,171894,0,0,0,0,38029,125,79225,25061,3667,0,0,0,1023,147130,24763,0,0,5133,0,0,1448,0,0,0,0,20679,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRENOBLE,12,"6,9",Société à responsabilité limitée (SARL)
791180391,LA PETITE COUR,79118039100025,4778C,,,14600.0,07/02/2013,De 1 à 2 salariés,,0,361668,0,0,0,0,0,0,0,13614,0,0,31343,733,45690,0,0,407358,10000,-44369,-6007,-40376,0,0,0,0,172925,0,0,7573,0,0,267237,0,0,447735,407358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HONFLEUR,12,"4,3",Société par actions simplifiée
950515965,SARL ICONE 62,95051596500024,4771Z,,,62500.0,01/10/1989,De 1 à 2 salariés,,0,92189,0,0,0,0,79194,0,6440,605,0,0,37217,64,123522,0,0,215712,7622,-857,25288,140175,0,0,0,0,35451,314,0,28173,11597,0,0,0,0,75537,215712,454,350698,0,350698,0,16852,367553,180479,3604,0,0,40172,7501,85463,1855,6458,0,12447,0,469,338452,29101,989,515,515,0,0,0,0,0,12,-12,25288,0,4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29575,SAINT-OMER,12,"6,9",Société par actions simplifiée
511984270,SERVICE RAPIDE DE MAINTENANCE PLUS,51198427000013,3312Z,,,51170.0,04/05/2009,,,0,32261,6706,0,0,0,0,0,20986,92,0,0,44363,1916,74064,0,0,106325,3000,50775,1691,55766,0,0,0,0,0,22059,0,9322,0,0,19177,11815,0,50559,106325,0,0,0,145643,0,0,145644,8522,0,63754,2124,20849,1003,40718,0,7646,0,0,0,1,144617,1026,52,0,249,0,0,11133,0,0,9958,0,1691,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COURLANDON,12,"5,8",Société à responsabilité limitée (SARL)
753293141,VLC,75329314100010,7022Z,,,77150.0,01/08/2012,De 1 à 2 salariés,,0,3853,0,0,0,0,0,3000,42389,9840,0,0,5045,0,60274,0,0,64127,2000,476,15184,17861,0,0,0,0,0,0,0,9628,0,0,36638,0,0,46266,64127,0,0,0,136784,1667,0,142612,16851,0,0,0,39125,2406,44304,13195,1988,0,0,0,0,117869,24743,0,0,5794,0,0,0,0,0,0,0,15184,0,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LESIGNY,12,7,Société par actions simplifiée
535145973,SELARL DU DR VIALE AUDREY,53514597300017,8623Z,,,83560.0,01/10/2011,0 salarié pendant l'année,,0,84065,9000,0,0,0,0,0,2143,5388,0,7000,1565,0,25098,0,0,109163,8000,0,358,35000,0,0,0,0,29325,44173,0,663,0,0,0,0,0,74162,109163,0,168854,0,168854,0,0,168855,0,0,38781,-1000,38217,5151,57863,26825,1006,0,0,0,0,166846,2008,0,1390,1390,0,0,0,0,0,0,0,358,0,0,0,0,0,0,13273,0,0,0,0,0,0,0,0,0,9206,0,358,VINON-SUR-VERDON,12,"4,8",Société à responsabilité limitée (SARL)
520339094,RECONNESSENS,52033909400028,8559A,,,69530.0,16/02/2010,De 1 à 2 salariés,,0,12841,0,0,0,0,0,0,18520,6997,0,0,5797,1005,32319,0,0,45160,5000,0,2190,26563,0,0,0,0,0,0,0,4680,0,0,13918,0,0,18598,45160,0,71657,0,71657,0,0,71657,0,0,0,0,26355,2813,26658,9604,3558,0,0,0,0,68987,2670,50,0,0,0,0,0,0,0,96,-96,2190,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720,BRIGNAIS,12,"5,7",Société à responsabilité limitée (SARL)
442764379,LA SUITE DANS LES IDEES / LA SUITE DANS LES IDEES,44276437900073,7022Z,,,92400.0,01/06/2002,De 1 à 2 salariés,,0,9235,0,0,0,0,0,0,94238,8701,0,0,53543,571,157053,0,0,166288,9000,27728,309,37937,0,0,0,0,0,6566,0,53863,65196,0,2725,0,0,128350,166288,0,222232,0,222232,0,0,242809,0,0,0,0,134600,2979,74895,26833,2415,0,0,0,39,241761,1049,0,0,0,0,0,0,0,0,740,-740,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,COURBEVOIE,12,"4,6",Société à responsabilité limitée (SARL)
450081476,LE LUNETIER,45008147600019,4778A,,,83300.0,06/10/2003,0 salarié à la fin de l'année,,0,20499,0,0,0,0,69216,0,7337,2797,0,0,51034,4016,134399,0,0,154899,7500,0,9362,124731,0,0,0,0,0,3680,0,5727,0,0,10227,5012,10533,30167,154899,0,0,0,165912,0,0,174557,63852,5349,0,0,34709,415,47440,3296,8719,0,0,0,0,163780,10777,11,0,168,0,0,315,0,0,0,0,9362,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DRAGUIGNAN,12,7,Société à responsabilité limitée (SARL)
451780878,NET-BIJOUX,45178087800018,4777Z,,,77340.0,01/02/2004,De 1 à 2 salariés,,0,2505,0,0,0,0,53567,306,0,2089,0,0,1329,168,57459,0,0,59963,7700,15528,-3825,20173,0,0,0,0,0,54,0,6082,0,0,33655,31103,0,39791,59963,0,0,0,111462,0,0,111462,72614,8370,1053,0,17268,3254,11295,2930,300,0,0,0,0,117085,-5623,0,0,0,0,0,2001,0,0,203,0,-3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PONTAULT-COMBAULT,12,3,Société à responsabilité limitée (SARL)
326835568,LES ATELIERS DU PETIT CERF,32683556800030,1392Z,,,75018.0,01/02/1983,De 1 à 2 salariés,,0,3137,0,0,0,0,3840,0,16148,9619,0,0,83407,0,113013,0,0,116150,7622,1424,56575,66013,0,0,0,0,0,20,5700,2753,41664,0,0,0,0,50137,116150,0,315421,4000,319421,0,0,319683,3495,3280,70687,0,81970,754,70226,13408,1062,0,0,0,1143,246026,73657,0,0,0,0,0,0,0,0,204,-204,56575,0,16878,0,12226,14820,9567,0,0,0,0,0,0,0,0,0,0,0,0,73657,PARIS 18,12,"8,9",Société à responsabilité limitée (SARL)
